created_at,hashtags,text,BLM
2016-02-14,CivilRights BlackLivesMatter,"          Here's HRC'S record on #CivilRights #BlackLivesMatter
 ",neither
2016-02-25, ,Stacie hitting me she know I move early,neither
2016-03-04,RealTalk Black HIV BlackLivesMatter,#RealTalk: Nothing About Us Without Us - The #Black Community &amp; #HIV - POZ #BlackLivesMatter,positive
2016-03-10,blacklivesmatter,Columbus raised up by God   #blacklivesmatter,neither
2016-03-17,BlackLivesMatter Assata Chicago Cleveland,"IT IS OUR DUTY TO WIN! #BlackLivesMatter &amp; #Assata’s Daughters ousted prosecutors in #Chicago &amp; #Cleveland Weds 
 
 ",positive
2016-03-31,AllLivesMatter,Where's the #AllLivesMatter brigade? I thought this is what you guys were fighting for?.........I won't hold my breath.,negative
2016-05-03,BlackLivesMatter CTEast16,"#BlackLivesMatter Is changing the political space radically, but you dont see them at things like #CTEast16. Whats the impact?  ",neither
2016-06-27,BlackLivesMatter BETAwards,Jesse Williams just spoke to my soul. That was a really beautiful speech - I am moved. #BlackLivesMatter  #BETAwards,neither
2016-07-07,BlackLivesMatter,Almost time to take action!! #BlackLivesMatter,positive
2016-07-07, ,Half the black people who were killed prolly never even bust a joint off,negative
2016-07-07,BlackLivesMatter,Y'all ain't woke yet though #BlackLivesMatter ✊🏽✊🏾✊🏿,neither
2016-07-07, ,the issue is not in realizing that all lives matter it is common knowledge that white lives matter,positive
2016-07-08,blacklivesmatter,"Alton Sterling, Eric Garner and the Double Standard of the Side Hustle   #blacklivesmatter",neither
2016-07-08,BLACKLIVESMATTER,The song 2 Pac - Changes sums up everything tbh. 📝🤔🎙 #BLACKLIVESMATTER,positive
2016-07-08,blacklivesmatter,#blacklivesmatter theres no reason for this violence,neither
2016-07-10,Blacklivesmatter,In difficult times like these its important to remember we can. #Blacklivesmatter,positive
2016-07-11,OneMemphis BlackLivesMatter,How many   are registered to vote?! #OneMemphis #BlackLivesMatter,neither
2016-07-24,BlueLivesMatter DemsInPhilly,"RT  : .  has something to say about the Dems anti-law enforcement theme.
#BlueLivesMatter
#DemsInPhilly  ",neither
2016-08-19,BlueLivesMatter,"RT  : MT  : Rest In Peace Eastman PD, Ga. Officer Tim Smith EOW: 08/13/16   #BlueLivesMatter…",neither
2016-10-20,BlackLivesMatter GrandJunction Colorado WhitePrivilege GetAJob,LOL! #BlackLivesMatter #GrandJunction #Colorado made up of mostly white trust-fund babies! #WhitePrivilege #GetAJob,negative
2016-11-24,WillSims BlackLivesMatter,"RT  : #WillSims 
#BlackLivesMatter
Hate crime charge in El Sobrante slaying of African American man   via @…",positive
2016-11-25,DesMoines Iowa IowaStrong Prayers BlueLivesMatter PJNET,MT  : My heart is with my hometown. #DesMoines #Iowa #IowaStrong #Prayers   #BlueLivesMatter #PJNET,neither
2016-12-02,BlackLivesMatter,"RT  : Black lives only matter to #BlackLivesMatter, when they're taken by white cops.

 ",negative
2016-12-05,BlackLivesMatter,RT  : Do #BlackLivesMatter in Israel? Here’s part 7 of my 12-part series — Ethiopian refuseniks have a list of demands,positive
2016-12-06,blacklivesmatter,#blacklivesmatter  seriously... if it was the other way around the shooter would be in prison already.,positive
2016-12-13,Kafranbel Syria BlackLivesMatter,RT  : via  : RT “ : #Kafranbel's banner today. #Syria cc   #BlackLivesMatter,neither
2016-12-21,BlackLivesMatter Farrakhan Alllivesmatter protest NationalAnthem,"Min   on Black Lives Matter

 

#BlackLivesMatter 
#Farrakhan
#Alllivesmatter 
#protest 
#NationalAnthem",positive
2016-12-27,BlackLivesMatter,RT  : When you've gone a whole 5 minutes without injecting race into absolutely everything.... #BlackLivesMatter,neither
2016-12-31,BLacKLivesMatter,Nas - One Mic (Dirty) (HQ)     #BLacKLivesMatter,neither
2017-01-17,BlackLivesMatter,This UK #BlackLivesMatter protester isn't black but does work as an organiser for UNITE and writes for the Guardian,neither
2017-01-23,BlueLivesMatter,RT  : Pres. Trump Asked That The Normal White Walk-Line On The Street Be Painted Blue To Honor Fallen Officers #BlueLivesMatter…,neither
2017-01-31,BlackLivesMatter,RT  : We never said #BlackLivesMatter more all we ever said was we matter too.,positive
2017-02-02,blacklivesmatter,RT  : Must hear!!! Chicago rapper    “ Pro Black”  #blacklivesmatter,positive
2017-02-07,maga boycottthings mra alllivesmatter etc,totally believe. 100% convinced. great job! #maga #boycottthings #mra #alllivesmatter #etc,negative
2017-02-13,BlackLivesMatter,"RT  : #BlackLivesMatter co-founder: Whites are ""recessive genetic defects"" and could be ""wiped out"". Racist hate group.  ",negative
2017-02-24,BackTheBlue K9 WeeSeeYou BlueLivesMatter PJNET,MT  : Where would we be without heroes? #BackTheBlue #K9 #WeeSeeYou   #BlueLivesMatter #PJNET,neither
2017-02-24,ThinBlueLine BlueLivesMatter PJNET,MT  : The Faceless HERO. Show your support for the #ThinBlueLine.   #BlueLivesMatter #PJNET,neither
2017-03-15,blacklivesmatter racist racism nothingfunnyaboutthis,RT  : Please share and report this foolishness. #blacklivesmatter #racist #racism #nothingfunnyaboutthis,positive
2017-03-24,TimothyCaughman BlackLivesMatter,RT  : March heading out of union sq now #TimothyCaughman #BlackLivesMatter,positive
2017-04-05,BlackLivesMatter,"RT  : This teen writes #BlackLivesMatter  100 times on college statement, gets accepted    ",negative
2017-04-06,BlackLivesMatter,"RT  : I submitted this answer in my   application, &amp; yesterday, I was admitted...

#BlackLivesMatter  ",neither
2017-04-08,BlackLivesMatter,"RT  : I submitted this answer in my   application, &amp; yesterday, I was admitted...

#BlackLivesMatter  ",neither
2017-04-09,BlackLivesMatter,"Has   donated to #BlackLivesMatter movement, the Mike Brown Foundation or any of the other causes they suddenly want to be the face of?",neither
2017-04-14, ,Is Black Lives Matter now a terrorist  group?,negative
2017-04-17, ,RT  : imagine using the deaths of innocent ppl as an opportunity to slander the BLM movement when it isn't relevant to the cu…,positive
2017-04-29,TDIH,"RT  : #TDIH in 1992, the four LAPD Officers who brutally attacked Rodney King were acquitted, prompting the 1992 LA Uprising. #B…",neither
2017-05-14,BlackLivesMatter,RT  : What if #BlackLivesMatter protesters had carried torches? Would they live to tell about it? White supremacy and privilege…,positive
2017-06-08,BlackLivesMatter InternetIRL,"RT  : Because of an open Internet, the #BlackLivesMatter movement could thrive. Join our #InternetIRL to learn more:  ",neither
2017-06-16,Blacklivesmatter,"RT  : Protecting civil rights is a lot tougher than under  , RT if you are ready to fight harder! #Blacklivesmatter
#PhilandoCast…",positive
2017-06-17,PhilandoCastile BlackLivesMatter,"RT  : From one of the kids that #PhilandoCastile worked with. 

Devastated. Furious. Determined. 

#BlackLivesMatter
#NoJusticeN…",positive
2017-06-17,PhilandoCastile BlackLivesMatter,RT  : Philando Castile should still be alive   #PhilandoCastile #BlackLivesMatter,negative
2017-06-18,BlackLivesMatter,𝐖𝐡𝐚𝐭 𝐚𝐛𝐨𝐮𝐭 𝐌𝐮𝐥𝐚𝐭𝐭𝐨𝐬? 𝐃𝐨 𝐡𝐚𝐥𝐟-𝐛𝐥𝐚𝐜𝐤 𝐥𝐢𝐯𝐞𝐬 𝐦𝐚𝐭𝐭𝐞𝐫? 𝐎𝐫 𝐝𝐨 𝐨𝐧𝐥𝐲 𝐟𝐮𝐥𝐥-𝐛𝐥𝐚𝐜𝐤 𝐥𝐢𝐯𝐞𝐬 𝐦𝐚𝐭𝐭𝐞𝐫? 😂😂😂 #BlackLivesMatter  So ridiculous..,negative
2017-06-29,blacklivesmatter WHITElivesmatter,#blacklivesmatter ???? Uh.... to who??? Not ME...... #WHITElivesmatter ?!,negative
2017-07-12, ,AllLivesMatter 🙏🏼,positive
2017-08-09,MikeBrown,"RT  : Today, we remember #MikeBrown and recommit to ensuring truth, transparency, and trust in our criminal justice system. #Bl…",positive
2017-08-12,BlueLivesMatter,"RT  : Shocking video of police officer shot three times point blank range. ""Tell my family I love them""
#BlueLivesMatter
 ",neither
2017-08-14, ,"RT  : They marched with threats, torches, weapons and they killed, and came home alive. That's White Privilege, and why we s…",negative
2017-08-15,BlackLivesMatter,RT  : Remember when Obama condemned #BlackLivesMatter race hate when Micah Johnson gunned down 5 cops because he hated white pe…,neither
2017-08-15,love USA black white nnacp BlackLivesMatter UrbanLeague army MilitaryMonday African,"What color is love, honor and dignity #love #USA #black #white #nnacp #BlackLivesMatter #UrbanLeague #army #MilitaryMonday #African-American  ",neither
2017-08-16,PhillyIsCharlottesville,RT  : Marching with   to show that Philadelphia will not tolerate hate in our city! #PhillyIsCharlottesville #BlackL…,positive
2017-08-25,Antifa,"RT  : WATCH: Beating of black Trump supporter by people who call themselves anti-fascists. w/video #Antifa 
 ",positive
2017-08-31,AllLivesMatter,"What. The actual. Fuck. And if I'm reading it right, this asshole still has a job. Please. Don't even @ me that #AllLivesMatter...  ",neither
2017-08-31,BlueLivesMatter,The irony! #BlueLivesMatter,neither
2017-09-01,NFL BlackLivesMatter ImWithKap,"The #NFL  believe #BlackLivesMatter, so #ImWithKap  ",positive
2017-09-10, ,"RT  : Rest easy, hero. We'll hold the line from here.
 ",neither
2017-09-13, ,"RT  : I support     She is correct saying Donald Trump is a  White Supremacist;   She tells the truth.
#Blacklives…",neither
2017-09-14, ,RT  : Hanging Children from a Rope?This rapper .  is sick !Who signed their kids up for this? Was it worth the💰? #All…,neither
2017-09-28,BlackLivesMatter,I'm dismayed that many of the most asinine statements on the NFL players #BlackLivesMatter protest have come from people I call friends.  🏈,neither
2017-10-07,BlackLivesMatter,RT  : EXCLUSIVE: The FBI identifies a new U.S. terrorism threat -- and it's basically #BlackLivesMatter,negative
2017-10-08, ,RT  : Everyone please keep up the boycotts!  It is working. No way would I spend one dime on NFL and teams!,positive
2017-10-20,StopTheViolence MAGA BlueLivesMatter BackTheBlue FreeSpeech,RT  : We need to #StopTheViolence to #MAGA #BlueLivesMatter #BackTheBlue #FreeSpeech,positive
2017-10-21,TwitterTantrum donnydaycare distraction,RT  :   Whooaaa #TwitterTantrum at #donnydaycare u screwed up call so ur trying #distraction &amp; demonizing a stron…,neither
2017-10-22,BLackLivesMatter,Is there any hope in congress addressing issues like police profiling and bruality? #BLackLivesMatter,positive
2017-10-25, ,RT  :   RIP Sir! 🙏 They sacrifice so much and put their lives in danger every day so that we can be safe.#BlueLi…,negative
2017-10-26, ,"RT  : Tragic news about Officer Hartfield's mother.
 ",neither
2017-11-01, ,"RT  : Always take sides, Neutrality helps the oppressor, never the victim. Silence encourages the tormentor never the tormented.…",neither
2017-11-16, ,RT  : We want Stephen Miller out of the White House now.,neither
2017-11-19, ,I'm going on a year long water binge. No IF anyone sees me drink anything else slap me.,neither
2017-11-24, ,"RT  : Officer Rose was murdered before his wedding date, so his fiance took these stunning photos instead of getting married. 😥…",neither
2017-12-02,BlackLivesMatter,"RT  : Tragic news of US black churches burning, is a propaganda material for     #BlackLivesMatter htt…",positive
2017-12-08,BlackLivesMatter,"RT  : To understand the #BlackLivesMatter movement, you must know the history of black Americans &amp; realize that 53+ years ago…",positive
2018-01-07,Justice4ZityuraAbraham BlackLivesMatter,"RT  : #Justice4ZityuraAbraham

Assaulted by   and thrown to the ground while pregnant. 

#BlackLivesMatter 

#Communi…",positive
2018-01-22, ,RT  : I’m shocked.. Durbin just confirmed that he does not give a shit about Civil Rights! How DARE he equate illegals to SLA…,positive
2018-01-27,SaturdayMorning Grammys PoetJPHogan satire HOGAN music misogyny metoo vibe,"RT  : #SaturdayMorning ~ #Grammys 

#PoetJPHogan #satire sorted #HOGAN by keyword &lt;#music&gt; #misogyny to #metoo #vibe relevant &gt;&gt;h…",neither
2018-01-30, ,"RT  : Cop Convicted Of Shooting At Armed Man After Dispatched To Wrong Place (Sign The Petition - Link In Article) 
#BlueLivesM…",neither
2018-02-06,foxnews hardball reuters,"RT  : BREAKING Deputy dead, 2 officers injured after shooting in Colorado Springs, sources say. #foxnews #hardball #reuters  …",neither
2018-02-06,BlackHistory BlackExcellence Revolttv rapgame TheFourOnFox BlackTwitter realDonaldTrump TheBreakfastClub RocNation WSHH JayZ Diddy Baltimore BET BlackLivesMatter fortheculture FoxNews BreakfastClub,"    🔥🔥 Black Kings &amp; Queens🔥🔥 
   #BlackHistory #BlackExcellence #Revolttv #rapgame #TheFourOnFox #BlackTwitter #realDonaldTrump #TheBreakfastClub #RocNation  #WSHH #JayZ #Diddy #Baltimore #BET #BlackLivesMatter #fortheculture #FoxNews #BreakfastClub",neither
2018-02-12,PoliceInterceptors TeamNightShifte ARV ArmedResponse BlueLivesMatter,"Eggceptional Competition Just Follow   &amp; Retweet for a chance to win This big Easter Eggs all for you Ends 18th March Kindly Donated by   

See the great work   does He is a ARV AFO on #PoliceInterceptors #TeamNightShifte #ARV #ArmedResponse #BlueLivesMatter🐣🐰  ",neither
2018-02-22,BlackLivesMatter Bailreform Criminaljusticereform,"""Because they are poor, they remain behind bars for months or even years, unable to work, to walk down the street, or to participate in the daily rhythms of family life"" #BlackLivesMatter #Bailreform #Criminaljusticereform  ",positive
2018-03-11, ,"RT  : 2 SWAT Officers Suspended After Running In to Save Lives At Parkland Massacre! 

RTifUare Outraged Hero’s are Punished…",neither
2018-03-25,BlackLivesMatter Sacramento,RT  : Dozens of #BlackLivesMatter protesters demonstrate for a second day in #Sacramento following the shooting death of #stephonc…,neither
2018-03-27,BlackLivesMatter,There is not any story in history that is greater than His story. #BlackLivesMatter,neither
2018-04-03, ,Mother Arrested After Kids Found Dead In Carseats   via,neither
2018-04-15,K9Nero BlueFurHero BlueLivesMatter BluePawsMatter AllFursMatter EnoughIsEnough LivePDNation,"Cathy, many thanks!!  Many prayers and loads of love to you #K9Nero!! God bless our #BlueFurHero!
#BlueLivesMatter 👮 #BluePawsMatter 🐾
#AllFursMatter
#EnoughIsEnough 
#LivePDNation  ",neither
2018-05-12,AllLivesMatter,"don’t undermine me with the #AllLivesMatter BS because all lives do matter but my life could easily be reduced to a soon-to-be-forgotten hashtag. All lives do matter, but you don’t live your life in fear of your “helpers” because of your skin color. (8/9)",positive
2018-05-16, ,"Also be sure to encourage young people to participate in our social media contest !!

There are two 50 dollar prizes that will be given away
  
  
  
  
   ",neither
2018-12-24, ,RT  : GOOD. No Team Will Pick Up Only Pro Baseball Player To Kneel For Anthem    via,negative
2019-01-05,BlueLivesMatter BackTheBlue,"RT  : Man Pepper Sprays Cop

Follow   
#BlueLivesMatter #BackTheBlue

Full Story    ",negative
2019-01-13, ,"RT  : It hurts every. single. time. Our hearts are broken yet again. Prayers for healing for our brothers &amp; sisters hurting, an…",positive
2019-01-29, ,"RT  : ‘I am asking for your prayers’: Houston mayor, police chief confirm multiple officers have been shot  ",neither
2019-02-02, ,RT  :                  …,neither
2019-03-07, ,"    Really?  What a douche you are, using the bluelivesmatter hashtag. I feel sorrowful for the family of the officer, but his death is not from a systematic abuse of power with zero consequences. So, fuck you",positive
2019-04-19, ,"  Thank you sir, we last discussed what he did over 20 years ago the last time I met you. Happy to hear this statement again about my dad 🙏🏼.",neither
